"HtmlFile","Href","ResolvedTarget","Exists"
"items\atomic-orange-charlie-grin-sunflower-nft-1001.html","../index.html","index.html","True"
"items\atomic-orange-charlie-grin-sunflower-nft-1001.html","../sculptures/index.html","sculptures\index.html","True"
"items\atomic-orange-charlie-grin-sunflower-nft-1001.html","../toys/art-toys-and-editions/index.html","toys\art-toys-and-editions\index.html","True"
"items\atomic-orange-charlie-grin-sunflower-nft-1001.html","../toys/custom-toys/index.html","toys\custom-toys\index.html","True"
"items\atomic-orange-charlie-grin-sunflower-nft-1001.html","../toys/art-toys-and-editions/index.html","toys\art-toys-and-editions\index.html","True"
"items\backyard-soldiers-382.html","../index.html","index.html","True"
"items\backyard-soldiers-382.html","../toys/index.html","toys\index.html","True"
"items\backyard-soldiers-382.html","../toys/designer-toys/index.html","toys\designer-toys\index.html","True"
"items\backyard-soldiers-382.html","../toys/custom-toys/index.html","toys\custom-toys\index.html","True"
"items\backyard-soldiers-382.html","../prints/index.html","D:\github\ron-english-toys\prints\index.html","False"
"items\backyard-soldiers-382.html","../original-art/index.html","original-art\index.html","True"
